"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-04",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","62",",,0","38",",,0","61",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-05",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","64",",,0","42",",,0","57",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-06",,,,,,,,,"0.07",",,0,1600","0.0","P,,0,","0","P,,0,","64",",,0","42",",,0","54",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-07",,,,,,,,,"0.13",",,0,1600","0.0","P,,0,","0","P,,0,","57",",,0","40",",,0","45",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-08",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","58",",,0","39",",,0","56",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-09",,,,,,,,,"0.95",",,0,1600",,,"4",",,0,","56",",,0","28",",,0","29",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-10",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0",",,0,","45",",,0","22",",,0","44",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-11",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0",",,0,","57",",,0","35",",,0","56",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-12",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0",",,0,","59",",,0","37",",,0","58",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-13",,,,,,,,,"0.01",",,0,1600","0.0","P,,0,","0",",,0,","59",",,0","41",",,0","50",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-14",,,,,,,,,"0.20",",,0,1600","0.0","P,,0,","0","P,,0,","60",",,0","37",",,0","58",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-15",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","59",",,0","41",",,0","58",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-16",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0",",,0,","59",",,0","38",",,0","57",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-17",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","66",",,0","41",",,0","66",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-18",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","66",",,0","42",",,0","65",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-19",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","65",",,0","43",",,0","55",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-20",,,,,,,,,"0.28",",,0,1600","0.0","P,,0,","0","P,,0,","55",",,0","40",",,0","46",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-21",,,,,,,,,"0.61",",,0,1600","0.0","P,,0,","0","P,,0,","49",",,0","34",",,0","42",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-22",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","52",",,0","36",",,0","47",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-23",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","60",",,0","36",",,0","56",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-24",,,,,,,,,"0.03",",,0,1600","0.0","P,,0,","0","P,,0,","61",",,0","42",",,0","49",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-25",,,,,,,,,"0.02",",,0,1600","0.0","P,,0,","0","P,,0,","63",",,0","42",",,0","62",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-26",,,,,,,,,"0.52",",,0,1600","0.0","P,,0,","0","P,,0,","64",",,0","39",",,0","45",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-27",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","50",",,0","40",",,0","49",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-28",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","54",",,0","35",",,0","54",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-29",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","56",",,0","43",",,0","54",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-30",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","56",",,0","36",",,0","55",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-05-31",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","58",",,0","37",",,0","55",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-01",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0",",,0,","59",",,0","35",",,0","58",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-02",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","65",",,0","41",",,0","64",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-03",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","66",",,0","41",",,0","58",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-04",,,,,,,,,"0.08",",,0,1600","0.0","P,,0,","0","P,,0,","59",",,0","41",",,0","55",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-05",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","60",",,0","40",",,0","54",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-06",,,,,,,,,"0.01",",,0,1600","0.0","P,,0,","0","P,,0,","61",",,0","36",",,0","52",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-07",,,,,,,,,"0.07",",,0,1600","0.0","P,,0,","0","P,,0,","56",",,0","38",",,0","55",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-08",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","60",",,0","38",",,0","52",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-09",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","64",",,0","40",",,0","62",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-10",,,,,,,,,"0.07",",,0,1600","0.0","P,,0,","0","P,,0,","65",",,0","44",",,0","54",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-11",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","63",",,0","46",",,0","60",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-12",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","67",",,0","47",",,0","65",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-13",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","67",",,0","33",",,0","47",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-14",,,,,,,,,"0.05",",,0,1600","0.0","P,,0,","0","P,,0,","48",",,0","31",",,0","43",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-15",,,,,,,,,"0.53",",,0,1600","4.0",",,0,","0","T,,0,","44",",,0","30",",,0","44",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-16",,,,,,,,,"0.43",",,0,1600","3.0",",,0,",,,"46",",,0","31",",,0","39",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-17",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0",",,0,","56",",,0","34",",,0","55",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-18",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","67",",,0","42",",,0","66",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-19",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","68",",,0","42",",,0","67",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-20",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","68",",,0","45",",,0","66",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-21",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","69",",,0","47",",,0","65",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-22",,,,,,,,,"0.04",",,0,1600","0.0","P,,0,","0","P,,0,","72",",,0","47",",,0","71",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-23",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","71",",,0","49",",,0","71",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-24",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","73",",,0","48",",,0","64",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-25",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","65",",,0","47",",,0",,,,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-26",,,,,,,,,"0.11",",,0,1600","0.0","P,,0,","0","P,,0,","56",",,0","45",",,0","50",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-27",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","63",",,0","41",",,0","62",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-28",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","74",",,0","47",",,0","73",",I,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-29",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","65",",I,0","56",",,0","63",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-06-30",,,,,,,,,"0.17",",,0,1600","0.0","P,,0,","0","P,,0,","63",",,0","35",",,0","48",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-01",,,,,,,,,"0.25",",,0,1600","0.0","P,,0,","0",",,0,","53",",,0","33",",,0","36",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-02",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","54",",,0","33",",,0","53",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-03",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","66",",,0","38",",,0","65",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-04",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","67",",,0","49",",,0","66",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-05",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","68",",,0","51",",,0","62",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-06",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","70",",,0","57",",,0","70",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-07",,,,,,,,,"0.35",",,0,1600","0.0","P,,0,","0","P,,0,","69",",,0","45",",,0","59",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-08",,,,,,,,,"0.19",",,0,1600","0.0","P,,0,","0","P,,0,","59",",,0","45",",,0","55",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-09",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","62",",,0","45",",,0","62",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-10",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","68",",,0","44",",,0","67",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-11",,,,,,,,,"0.03",",,0,1600","0.0","P,,0,","0","P,,0,","68",",,0","52",",,0","57",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-12",,,,,,,,,"1.01",",,0,1600","0.0","P,,0,","0","P,,0,","57",",,0","43",",,0","46",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-13",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","60",",,0","37",",,0","58",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-14",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","64",",,0","44",",,0","59",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-15",,,,,,,,,"0.02",",,0,1600","0.0","P,,0,","0","P,,0,","66",",,0","48",",,0","62",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-16",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","66",",,0","44",",,0","66",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-17",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","71",",,0","44",",,0","70",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-18",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","71",",,0","48",",,0","68",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-19",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","69",",,0","47",",,0","68",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-20",,,,,,,,,"0.02",",,0,1600","0.0","P,,0,","0","P,,0,","73",",,0","47",",,0","69",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-21",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","69",",,0","44",",,0","68",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-22",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","69",",,0","48",",,0","69",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-23",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","70",",,0","53",",,0","68",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-24",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","68",",,0","51",",,0","66",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-25",,,,,,,,,"0.04",",,0,1600","0.0","P,,0,","0","P,,0,","67",",,0","46",",,0","65",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-26",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","69",",,0","45",",,0","66",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-27",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","71",",,0","47",",,0","69",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-28",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","74",",,0","50",",,0","70",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-29",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","72",",,0","51",",,0","71",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-30",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","72",",,0","47",",,0","72",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-07-31",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","75",",,0","47",",,0","74",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-01",,,,,,,,,"0.15",",,0,1600","0.0","P,,0,","0",",,0,","57",",,0","41",",,0","56",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-02",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","63",",,0","39",",,0","62",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-03",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","65",",,0","45",",,0","61",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-04",,,,,,,,,"1.01",",,0,1600","0.0","P,,0,","0","P,,0,","61",",,0","38",",,0","40",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-05",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","54",",,0","38",",,0","54",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-06",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","57",",,0","47",",,0","54",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-07",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","57",",,0","31",",,0","54",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-08",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","63",",,0","41",",,0","62",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-09",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","63",",,0","43",",,0","58",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-10",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","67",",,0","41",",,0","66",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-11",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","67",",,0","50",",,0","62",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-12",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","62",",,0","46",",,0","57",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-13",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","57",",,0","34",",,0","55",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-14",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","65",",,0","42",",,0","63",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-15",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","65",",,0","49",",,0","64",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-16",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","66",",,0","46",",,0","62",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-17",,,,,,,,,"0.24",",,0,1600","0.0","P,,0,","0","P,,0,","64",",,0","46",",,0","63",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-18",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","64",",,0","42",",,0","63",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-19",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","63",",,0","42",",,0","56",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-20",,,,,,,,,"0.17",",,0,1600","0.0","P,,0,","0","P,,0,","58",",,0","38",",,0","55",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-21",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","59",",,0","41",",,0","57",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-22",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","68",",,0","43",",,0","67",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-23",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","69",",,0","49",",,0","68",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-24",,,,,,,,,"0.27",",,0,1600","0.0","P,,0,","0","P,,0,","68",",,0","46",",,0","61",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-25",,,,,,,,,"0.00","T,,0,1600","0.0","P,,0,","0","P,,0,","63",",,0","25",",,0","39",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-26",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","53",",,0","28",",,0","52",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-27",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","60",",,0","37",",,0","59",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-28",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","63",",,0","39",",,0","61",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-29",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","67",",,0","42",",,0","66",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-09-30",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","69",",,0","46",",,0","67",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-10-01",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0",",,0,","70",",,0","48",",,0","69",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-10-02",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","69",",,0","43",",,0","64",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-10-03",,,,,,,,,"0.16",",,0,1600","0.0","P,,0,","0","P,,0,","66",",,0","38",",,0","39",",,0,1600",,,,,,,,,,,,
"USC00420072","ALTA, UT US","40.5905","-111.6369","2660.9","1992-10-04",,,,,,,,,"0.00","P,,0,1600","0.0","P,,0,","0","P,,0,","46",",,0","27",",,0","44",",,0,1600",,,,,,,,,,,,
